602482	AXENFELD-RIEGER SYNDROME, TYPE 3; RIEG3 	Axenfeld-Rieger综合征3型【RIEG3】	http://omim.org/entry/602482	http://49.4.68.254:8081/knowledge/omim/602482/
103600	ALBUMIN; ALB	无	http://omim.org/entry/103600	http://49.4.68.254:8081/knowledge/omim/103600/
262400	ISOLATED GROWTH HORMONE DEFICIENCY, TYPE IA; IGHD1A 	单纯性生长激素缺乏症1A型【IGHD1A】	http://omim.org/entry/262400	http://49.4.68.254:8081/knowledge/omim/262400/
274400	THYROID DYSHORMONOGENESIS 1; TDH1 	甲状腺发育不全1型【TDH1】	http://omim.org/entry/274400	http://49.4.68.254:8081/knowledge/omim/274400/
612336	THROMBOPHILIA DUE TO PROTEIN S DEFICIENCY, AUTOSOMAL DOMINANT; THPH5 	常染色体显性蛋白S缺乏型血栓形成【THPH5】	http://omim.org/entry/612336	http://49.4.68.254:8081/knowledge/omim/612336/
119530	OROFACIAL CLEFT 1; OFC1	无	http://omim.org/entry/119530	http://49.4.68.254:8081/knowledge/omim/119530/
253000	MUCOPOLYSACCHARIDOSIS, TYPE IVA; MPS4A 	粘多糖贮积症IVA型【MPS4A】	http://omim.org/entry/253000	http://49.4.68.254:8081/knowledge/omim/253000/
300842	MCLEOD SYNDROME; MCLDS 	Mcleod综合征【MCLDS】	http://omim.org/entry/300842	http://49.4.68.254:8081/knowledge/omim/300842/
614380	COMPLEMENT COMPONENT 4A DEFICIENCY; C4AD 	补体4A缺乏症【C4AD】 	http://omim.org/entry/614380	http://49.4.68.254:8081/knowledge/omim/614380/
614379	COMPLEMENT COMPONENT 4B DEFICIENCY; C4BD 	补体4B缺乏症【C4BD】 	http://omim.org/entry/614379	http://49.4.68.254:8081/knowledge/omim/614379/
304500	DEAFNESS, X-LINKED 1; DFNX1 	X-连锁耳聋1型【DFNX1】 	http://omim.org/entry/304500	http://49.4.68.254:8081/knowledge/omim/304500/
183086	SPINOCEREBELLAR ATAXIA 6; SCA6 	脊髓小脑共济失调6型【SCA6】 	http://omim.org/entry/183086	http://49.4.68.254:8081/knowledge/omim/183086/
310200	MUSCULAR DYSTROPHY, DUCHENNE TYPE; DMD 	杜氏肌营养不良【DMD】	http://omim.org/entry/310200	http://49.4.68.254:8081/knowledge/omim/310200/
230400	GALACTOSEMIA 	半乳糖血症 	http://omim.org/entry/230400	http://49.4.68.254:8081/knowledge/omim/230400/
190350	TRICHORHINOPHALANGEAL SYNDROME, TYPE I; TRPS1 	毛发-鼻-指/趾综合征1型【TRPS1】	http://omim.org/entry/190350	http://49.4.68.254:8081/knowledge/omim/190350/
136520	FOVEAL HYPOPLASIA 1; FVH1 	黄斑中心凹发育不良1型【FVH1】 	http://omim.org/entry/136520	http://49.4.68.254:8081/knowledge/omim/136520/
255800	SCHWARTZ-JAMPEL SYNDROME, TYPE 1; SJS1 	Schwartz-Jampel综合征1型【SJS1】	http://omim.org/entry/255800	http://49.4.68.254:8081/knowledge/omim/255800/
102600	ADENINE PHOSPHORIBOSYLTRANSFERASE; APRT	无	http://omim.org/entry/102600	http://49.4.68.254:8081/knowledge/omim/102600/
222600	DIASTROPHIC DYSPLASIA; DTD 	畸形性骨发育不全【DTD】 	http://omim.org/entry/222600	http://49.4.68.254:8081/knowledge/omim/222600/
131100	MULTIPLE ENDOCRINE NEOPLASIA, TYPE I; MEN1 	多发性内分泌腺瘤1型【MEN1】	http://omim.org/entry/131100	http://49.4.68.254:8081/knowledge/omim/131100/
245200	KRABBE DISEASE 	Krabbe病 	http://omim.org/entry/245200	http://49.4.68.254:8081/knowledge/omim/245200/
607834	ANXIETY 	焦虑症 	http://omim.org/entry/607834	http://49.4.68.254:8081/knowledge/omim/607834/
164400	SPINOCEREBELLAR ATAXIA 1; SCA1 	脊髓小脑共济失调1型【SCA1】	http://omim.org/entry/164400	http://49.4.68.254:8081/knowledge/omim/164600/
183090	SPINOCEREBELLAR ATAXIA 2; SCA2 	脊髓小脑共济失调2型【SCA2】	http://omim.org/entry/183090	http://49.4.68.254:8081/knowledge/omim/183090/
613399	BREAST-OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 3; BROVCA3 	家族性乳腺-卵巢癌易感性3型【BROVCA3】 	http://omim.org/entry/613399	http://49.4.68.254:8081/knowledge/omim/613399/
101400	SAETHRE-CHOTZEN SYNDROME; SCS 	Saethre-Chotzen综合征【SCS】	http://omim.org/entry/101400	http://49.4.68.254:8081/knowledge/omim/101400/
201400	ACTH DEFICIENCY, ISOLATED; IAD 	孤立性促肾上腺皮质激素缺乏症【IAD】	http://omim.org/entry/201400	http://49.4.68.254:8081/knowledge/omim/201400/
604213	CHUDLEY-MCCULLOUGH SYNDROME; CMCS	Chudley-mccullough综合征；CMCS	https://omim.org/entry/604213	http://www.chinahpo.org/redirect.html?type=1&name=604213
301040	ALPHA-THALASSEMIA/MENTAL RETARDATION SYNDROME, X-LINKED; ATRX	X-连锁α-地中海贫血/智力迟钝综合征；ATRX	https://omim.org/entry/301040	http://www.chinahpo.org/redirect.html?type=1&name=301040
309580	MENTAL RETARDATION-HYPOTONIC FACIES SYNDROME, X-LINKED, 1; MRXHF1	X染色体相关的精神发育迟滞-肌张力减退综合征1型（MRXHF1）	https://omim.org/entry/309580	http://www.chinahpo.org/redirect.html?type=1&name=309580
300448	ALPHA-THALASSEMIA MYELODYSPLASIA SYNDROME; ATMDS	α地中海贫血骨髓增生异常综合征（ATMD）	https://omim.org/entry/300448	http://www.chinahpo.org/redirect.html?type=1&name=300448
212065	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ia; CDG1A	Ia型先天性糖蛋白糖基化障碍；CDG1A	https://omim.org/entry/212065	http://www.chinahpo.org/redirect.html?type=1&name=212065
215700	CITRULLINEMIA, CLASSIC	古典型瓜氨酸血症	https://omim.org/entry/215700	http://www.chinahpo.org/redirect.html?type=1&name=215700
181500	SCHIZOPHRENIA; SCZD	精神分裂症；SCZD	https://omim.org/entry/181500	http://www.chinahpo.org/redirect.html?type=1&name=181500
604906	SCHIZOPHRENIA 9; SCZD9	精神分裂症9；SCZD9	https://omim.org/entry/604906	http://www.chinahpo.org/redirect.html?type=1&name=604906
612716	DYSTONIA, DOPA-RESPONSIVE, DUE TO SEPIAPTERIN REDUCTASE DEFICIENCY	墨蝶呤还原酶缺乏致多巴反应性肌张力障碍症	https://omim.org/entry/612716	http://www.chinahpo.org/redirect.html?type=1&name=612716
614254	MENTAL RETARDATION, AUTOSOMAL DOMINANT 8; MRD8	常染色体隐性遗传性精神发育迟缓8	https://omim.org/entry/614254	http://www.chinahpo.org/redirect.html?type=1&name=614254
154500	TREACHER COLLINS SYNDROME 1; TCS1	1型Treacher Collins综合征；TCS1	https://omim.org/entry/154500	http://www.chinahpo.org/redirect.html?type=1&name=154500
278720	XERODERMA PIGMENTOSUM, COMPLEMENTATION GROUP C; XPC	着色性干皮病（互补组C）；XPC	https://omim.org/entry/278720	http://www.chinahpo.org/redirect.html?type=1&name=278720
278700	XERODERMA PIGMENTOSUM, COMPLEMENTATION GROUP A; XPA	着色性干皮症（互补组A）；XPA	https://omim.org/entry/278700	http://www.chinahpo.org/redirect.html?type=1&name=278700
146110	HYPOGONADOTROPIC HYPOGONADISM 7 WITH OR WITHOUT ANOSMIA; HH7	伴有或无嗅觉丧失性低促性腺素性功能减退症7（HH7）	https://omim.org/entry/146110	http://www.chinahpo.org/redirect.html?type=1&name=146110
258501	3-METHYLGLUTACONIC ACIDURIA, TYPE III; MGCA3	3-甲基戊二酰酸尿症，3型；MGCA3	https://omim.org/entry/258501	http://www.chinahpo.org/redirect.html?type=1&name=258501
165300	OPTIC ATROPHY 3, AUTOSOMAL DOMINANT; OPA3	视神经萎缩3，常染色体显性遗传; OPA3	https://omim.org/entry/165300	http://www.chinahpo.org/redirect.html?type=1&name=165300
606657	GLAUCOMA, NORMAL TENSION, SUSCEPTIBILITY TO	正常眼压性青光眼，易感性	https://omim.org/entry/606657	http://www.chinahpo.org/redirect.html?type=1&name=606657
165500	OPTIC ATROPHY 1; OPA1	视神经萎缩症 1（ OPA1）	https://omim.org/entry/165500	http://www.chinahpo.org/redirect.html?type=1&name=165500
125250	OPTIC ATROPHY WITH OR WITHOUT DEAFNESS, OPHTHALMOPLEGIA, MYOPATHY, ATAXIA, AND NEUROPATHY	视神经萎缩伴或不伴耳聋，眼肌麻痹，肌病，共济失调及神经病变	https://omim.org/entry/125250	http://www.chinahpo.org/redirect.html?type=1&name=125250
607523	NAIL DISORDER, NONSYNDROMIC CONGENITAL, 8; NDNC8	先天性非综合征趾甲症8（NDNC8）	https://omim.org/entry/607523	http://www.chinahpo.org/redirect.html?type=1&name=607523
131705	TRANSIENT BULLOUS DERMOLYSIS OF THE NEWBORN; TBDN	新生儿短暂性大疱性表皮松解症；TBDN	https://omim.org/entry/131705	http://www.chinahpo.org/redirect.html?type=1&name=131705
131850	EPIDERMOLYSIS BULLOSA DYSTROPHICA, PRETIBIAL	胫前大疱性营养不良型表皮松解	https://omim.org/entry/131850	http://www.chinahpo.org/redirect.html?type=1&name=131850
132000	EPIDERMOLYSIS BULLOSA WITH CONGENITAL LOCALIZED ABSENCE OF SKIN AND DEFORMITY OF NAILS	大疱性表皮松解症与皮肤先天性缺损和指甲畸形	https://omim.org/entry/132000	http://www.chinahpo.org/redirect.html?type=1&name=132000
604129	EPIDERMOLYSIS BULLOSA PRURIGINOSA	痒疹样大疱性表皮松解症(DEB)	https://omim.org/entry/604129	http://www.chinahpo.org/redirect.html?type=1&name=604129
131750	EPIDERMOLYSIS BULLOSA DYSTROPHICA, AUTOSOMAL DOMINANT; DDEB	常染色体显性遗传型大疱性营养不良型表皮松解症（DDBB）	https://omim.org/entry/131750	http://www.chinahpo.org/redirect.html?type=1&name=131750
226600	EPIDERMOLYSIS BULLOSA DYSTROPHICA, AUTOSOMAL RECESSIVE; RDEB	常染色体隐性遗传型营养不良性大疱性表皮松解症（RDEB）	https://omim.org/entry/226600	http://www.chinahpo.org/redirect.html?type=1&name=226600
615565	RETINITIS PIGMENTOSA 67; RP67	视网膜色素变性67（RP67）	https://omim.org/entry/615565	http://www.chinahpo.org/redirect.html?type=1&name=615565
191830	RENAL HYPODYSPLASIA/APLASIA 1; RHDA1	肾发育不全/发育不良-1（Renal Hypodysplasia/aplasia-1，RHDA1）	https://omim.org/entry/191830	http://www.chinahpo.org/redirect.html?type=1&name=191830
601003	BRODY MYOPATHY	布罗迪氏病	https://omim.org/entry/601003	http://www.chinahpo.org/redirect.html?type=1&name=601003
124200	DARIER-WHITE DISEASE; DAR	DARIER-WHITE疾病（DAR，毛囊角化症）	https://omim.org/entry/124200	http://www.chinahpo.org/redirect.html?type=1&name=124200
101900	ACROKERATOSIS VERRUCIFORMIS; AKV	疣状肢端角化症（AKV）	https://omim.org/entry/101900	http://www.chinahpo.org/redirect.html?type=1&name=101900
614200	BLEEDING DISORDER, PLATELET-TYPE, 9; BDPLT9	血小板异常出血性疾病-9（bleeding disorder，platelet-type 9，BDPLT9）	https://omim.org/entry/614200	http://www.chinahpo.org/redirect.html?type=1&name=614200
614748	INTERSTITIAL LUNG DISEASE, NEPHROTIC SYNDROME, AND EPIDERMOLYSIS BULLOSA, CONGENITAL; ILNEB	间质性肺病，肾病综合征并发大疱性表皮松解症，先天性	https://omim.org/entry/614748	http://www.chinahpo.org/redirect.html?type=1&name=614748
615355	NOONAN SYNDROME 8; NS8	NOONAN综合征8; NS8	https://omim.org/entry/615355	http://www.chinahpo.org/redirect.html?type=1&name=615355
613204	MUSCULAR DYSTROPHY, CONGENITAL, DUE TO INTEGRIN ALPHA-7 DEFICIENCY	整合素α-7缺乏先天性肌营养不良	https://omim.org/entry/613204	http://www.chinahpo.org/redirect.html?type=1&name=613204
142669	BEUKES HIP DYSPLASIA; BHD	Beukes型髋关节发育不良	https://omim.org/entry/142669	http://www.chinahpo.org/redirect.html?type=1&name=142669
141749	FETAL HEMOGLOBIN QUANTITATIVE TRAIT LOCUS 1; HBFQTL1	胎儿血红蛋白数量性状位点1型；HBFQTL1	https://omim.org/entry/141749	http://www.chinahpo.org/redirect.html?type=1&name=141749
613977	CYANOSIS, TRANSIENT NEONATAL; TNCY	新生儿暂时性苍白病（TNCY）	https://omim.org/entry/613977	http://www.chinahpo.org/redirect.html?type=1&name=613977
194071	WILMS TUMOR 2; WT2	肾母细胞瘤2	https://omim.org/entry/194071	http://www.chinahpo.org/redirect.html?type=1&name=194071
130650	BECKWITH-WIEDEMANN SYNDROME; BWS	贝-威综合征（BWS）	https://omim.org/entry/130650	http://www.chinahpo.org/redirect.html?type=1&name=130650
180860	SILVER-RUSSELL SYNDROME; SRS	Silver-Russell综合症; SRS	https://omim.org/entry/180860	http://www.chinahpo.org/redirect.html?type=1&name=180860
613307	DEAFNESS, AUTOSOMAL RECESSIVE 79; DFNB79	常染色体隐性遗传性耳聋79（DFNB79）	https://omim.org/entry/613307	http://www.chinahpo.org/redirect.html?type=1&name=613307
616265	PEELING SKIN SYNDROME 3; PSS3	脱皮综合征-3（PSS3）	https://omim.org/entry/616265	http://www.chinahpo.org/redirect.html?type=1&name=616265
301050	ALPORT SYNDROME, X-LINKED; ATS	伴X染色体的遗传性肾炎综合症（ATS）	https://omim.org/entry/301050	http://www.chinahpo.org/redirect.html?type=1&name=301050
203780	ALPORT SYNDROME, AUTOSOMAL RECESSIVE	Alport综合征，常染色体隐性遗传	https://omim.org/entry/203780	http://www.chinahpo.org/redirect.html?type=1&name=203780
141200	HEMATURIA, BENIGN FAMILIAL; BFH	良性家族性血尿（ BFH）	https://omim.org/entry/141200	http://www.chinahpo.org/redirect.html?type=1&name=141200
203780	ALPORT SYNDROME, AUTOSOMAL RECESSIVE	Alport综合征，常染色体隐性遗传	https://omim.org/entry/203780	http://www.chinahpo.org/redirect.html?type=1&name=203780
104200	ALPORT SYNDROME, AUTOSOMAL DOMINANT	常染色体显性遗传性Alport综合征	https://omim.org/entry/104200	http://www.chinahpo.org/redirect.html?type=1&name=104200
614519	HEMORRHAGE, INTRACEREBRAL, SUSCEPTIBILITY TO; ICH	颅内出血易感性（ICH）	https://omim.org/entry/614519	http://www.chinahpo.org/redirect.html?type=1&name=614519
614483	PORENCEPHALY 2; POREN2	脑穿通畸形2；POREN2	https://omim.org/entry/614483	http://www.chinahpo.org/redirect.html?type=1&name=614483
175780	PORENCEPHALY 1; POREN1	1型-脑穿通畸形（POREN1）	https://omim.org/entry/175780	http://www.chinahpo.org/redirect.html?type=1&name=175780
614519	HEMORRHAGE, INTRACEREBRAL, SUSCEPTIBILITY TO; ICH	颅内出血易感性（ICH）	https://omim.org/entry/614519	http://www.chinahpo.org/redirect.html?type=1&name=614519
607595	BRAIN SMALL VESSEL DISEASE WITH OR WITHOUT OCULAR ANOMALIES; BSVD	单纯性脑部小血管病变或伴随眼部异常性脑部小血管病变（BSVD）	https://omim.org/entry/607595	http://www.chinahpo.org/redirect.html?type=1&name=607595
611773	ANGIOPATHY, HEREDITARY, WITH NEPHROPATHY, ANEURYSMS, AND MUSCLE CRAMPS; HANAC	遗传性血管病合并肾病，动脉瘤和肌肉痉挛综合征；HANAC	https://omim.org/entry/611773	http://www.chinahpo.org/redirect.html?type=1&name=611773
180000	RETINAL ARTERIES, TORTUOSITY OF; RATOR	视网膜动脉迂曲	https://omim.org/entry/180000	http://www.chinahpo.org/redirect.html?type=1&name=180000
143095	SPONDYLOEPIPHYSEAL DYSPLASIA WITH CONGENITAL JOINT DISLOCATIONS; SEDCJD	脊椎骨骺发育不良伴先天性关节脱臼(SED)	https://omim.org/entry/143095	http://www.chinahpo.org/redirect.html?type=1&name=143095
608446	MYOCARDIAL INFARCTION, SUSCEPTIBILITY TO	易感性心肌梗死	https://omim.org/entry/608446	http://www.chinahpo.org/redirect.html?type=1&name=608446
217800	MACULAR DYSTROPHY, CORNEAL; MCD	黄斑角膜营养不良症-1；MCDC1	https://omim.org/entry/217800	http://www.chinahpo.org/redirect.html?type=1&name=217800
253270	HOLOCARBOXYLASE SYNTHETASE DEFICIENCY	新生儿多重羧化酶缺乏症	https://omim.org/entry/253270	http://www.chinahpo.org/redirect.html?type=1&name=253270
184460	STAPES ANKYLOSIS WITH BROAD THUMB AND TOES	拇指和脚趾镫骨关节强直症	https://omim.org/entry/184460	http://www.chinahpo.org/redirect.html?type=1&name=184460
186570	TARSAL-CARPAL COALITION SYNDROME; TCC	跗骨-腕骨联体综合征；TCC	https://omim.org/entry/186570	http://www.chinahpo.org/redirect.html?type=1&name=186570
185800	SYMPHALANGISM, PROXIMAL, 1A; SYM1A	近端指间关节粘连1A（SYM1A）	https://omim.org/entry/185800	http://www.chinahpo.org/redirect.html?type=1&name=185800
611377	BRACHYDACTYLY, TYPE B2; BDB2	短指/趾B2型（BDB2）	https://omim.org/entry/611377	http://www.chinahpo.org/redirect.html?type=1&name=611377
186500	MULTIPLE SYNOSTOSES SYNDROME 1; SYNS1	多发性骨性连结综合征1（ SYNS1）	https://omim.org/entry/186500	http://www.chinahpo.org/redirect.html?type=1&name=186500
609939	SYSTEMIC LUPUS ERYTHEMATOSUS, SUSCEPTIBILITY TO, 6; SLEB6	系统性红斑狼疮易感性	https://omim.org/entry/609939	http://www.chinahpo.org/redirect.html?type=1&name=609939
613115	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE IIB; HSAN2B	遗传性感觉和自主神经病变IIB型（HSN2B）	https://omim.org/entry/613115	http://www.chinahpo.org/redirect.html?type=1&name=613115
615342	PULMONARY HYPERTENSION, PRIMARY, 2; PPH2	原发性肺动脉高压2型（PPH2）	https://omim.org/entry/615342	http://www.chinahpo.org/redirect.html?type=1&name=615342
139210	MYHRE SYNDROME; MYHRS	迈尔综合征（MYHRS）	https://omim.org/entry/139210	http://www.chinahpo.org/redirect.html?type=1&name=139210
175050	JUVENILE POLYPOSIS/HEREDITARY HEMORRHAGIC TELANGIECTASIA SYNDROME; JPHT	青少年息肉/遗传性出血性毛细血管扩张综合征;JPHT	https://omim.org/entry/175050	http://www.chinahpo.org/redirect.html?type=1&name=175050
260350	PANCREATIC CANCER	胰腺癌	https://omim.org/entry/260350	http://www.chinahpo.org/redirect.html?type=1&name=260350
174900	JUVENILE POLYPOSIS SYNDROME; JPS	幼年性息肉病综合征  (JPS)	https://omim.org/entry/174900	http://www.chinahpo.org/redirect.html?type=1&name=174900
614823	AORTIC VALVE DISEASE 2; AOVD2	主动脉瓣疾病-2（Aortic Valve Disease 2，AOVD2）	https://omim.org/entry/614823	http://www.chinahpo.org/redirect.html?type=1&name=614823
612229	COLORECTAL CANCER, SUSCEPTIBILITY TO, 3; CRCS3	易感性结直肠癌3(CRCS3)	https://omim.org/entry/612229	http://www.chinahpo.org/redirect.html?type=1&name=612229
613795	LOEYS-DIETZ SYNDROME 3; LDS3	LOEYS-DIETZ综合征-3；LDS3	https://omim.org/entry/613795	http://www.chinahpo.org/redirect.html?type=1&name=613795
114550	HEPATOCELLULAR CARCINOMA	肝癌	https://omim.org/entry/114550	http://www.chinahpo.org/redirect.html?type=1&name=114550
138500	HYPERGLYCINURIA	高甘氨酸尿症	https://omim.org/entry/138500	http://www.chinahpo.org/redirect.html?type=1&name=138500
242600	IMINOGLYCINURIA	亚氨基甘氨酸尿症 （Iminoglycinuria）	https://omim.org/entry/242600	http://www.chinahpo.org/redirect.html?type=1&name=242600
616060	BLOOD GROUP, DOMBROCK SYSTEM; DO	DOMBROCK血型系统 (DO)	https://omim.org/entry/616060	http://www.chinahpo.org/redirect.html?type=1&name=616060
612714	EXOCRINE PANCREATIC INSUFFICIENCY, DYSERYTHROPOIETIC ANEMIA, AND CALVARIAL HYPEROSTOSIS	胰脏外分泌功能不足、异常红血球生成贫血、颅盖骨肥大症	https://omim.org/entry/612714	http://www.chinahpo.org/redirect.html?type=1&name=612714
313500	TOOTH AGENESIS, SELECTIVE, X-LINKED, 1; STHAGX1	X-连锁选择性牙齿发育不全1型；STHAGX1	https://omim.org/entry/313500	http://www.chinahpo.org/redirect.html?type=1&name=313500
305100	ECTODERMAL DYSPLASIA 1, HYPOHIDROTIC, X-LINKED; XHED	外胚层发育不良1，少汗，X连锁；XHED	https://omim.org/entry/305100	http://www.chinahpo.org/redirect.html?type=1&name=305100
312170	PYRUVATE DEHYDROGENASE E1-ALPHA DEFICIENCY; PDHAD	丙酮酸脱氢酶E1-α缺乏症；PDHAD	https://omim.org/entry/312170	http://www.chinahpo.org/redirect.html?type=1&name=312170
615067	CILIARY DYSKINESIA, PRIMARY, 20; CILD20	原发性睫状体运动障碍-20；CILD20	https://omim.org/entry/615067	http://www.chinahpo.org/redirect.html?type=1&name=615067
614820	ALTERNATING HEMIPLEGIA OF CHILDHOOD 2; AHC2	儿童交替性偏瘫2型；AHC2	https://omim.org/entry/614820	http://www.chinahpo.org/redirect.html?type=1&name=614820
601338	CEREBELLAR ATAXIA, AREFLEXIA, PES CAVUS, OPTIC ATROPHY, AND SENSORINEURAL HEARING LOSS; CAPOS	小脑性共济失调-反射消失-高弓足-视神经萎缩-感觉神经性耳聋综合征(CAPOS)	https://omim.org/entry/601338	http://www.chinahpo.org/redirect.html?type=1&name=601338
128235	DYSTONIA 12; DYT12	肌张力障碍12;DYT12	https://omim.org/entry/128235	http://www.chinahpo.org/redirect.html?type=1&name=128235
104290	ALTERNATING HEMIPLEGIA OF CHILDHOOD 1; AHC1	儿童交替性偏瘫（AHC1）	https://omim.org/entry/104290	http://www.chinahpo.org/redirect.html?type=1&name=104290
602481	MIGRAINE, FAMILIAL HEMIPLEGIC, 2; FHM2	家族性偏瘫型偏头痛2型；FHM2	https://omim.org/entry/602481	http://www.chinahpo.org/redirect.html?type=1&name=602481
610682	OSTEOGENESIS IMPERFECTA, TYPE VII; OI7	成骨不全症VII型（OI7）	https://omim.org/entry/610682	http://www.chinahpo.org/redirect.html?type=1&name=610682
613163	GABA-TRANSAMINASE DEFICIENCY	γ-氨基丁酸转氨酶缺乏	https://omim.org/entry/613163	http://www.chinahpo.org/redirect.html?type=1&name=613163
611263	SHORT-RIB THORACIC DYSPLASIA 2 WITH OR WITHOUT POLYDACTYLY; SRTD2	短肋胸廓发育不良2型有或无多指畸形；SRTD2	https://omim.org/entry/611263	http://www.chinahpo.org/redirect.html?type=1&name=611263
182230	SEPTOOPTIC DYSPLASIA	视隔发育不良	https://omim.org/entry/182230	http://www.chinahpo.org/redirect.html?type=1&name=182230
602078	FIBROSIS OF EXTRAOCULAR MUSCLES, CONGENITAL, 2; CFEOM2	先天性眼外肌纤维化综合征-2（Congenital Fibrosis of Extraocular Muscles Type 2，CFEOM2）	https://omim.org/entry/602078	http://www.chinahpo.org/redirect.html?type=1&name=602078
613013	NEUROBLASTOMA, SUSCEPTIBILITY TO, 2; NBLST2	易感性神经母细胞瘤2（NBLST2）	https://omim.org/entry/613013	http://www.chinahpo.org/redirect.html?type=1&name=613013
209880	CENTRAL HYPOVENTILATION SYNDROME, CONGENITAL; CCHS	先天性中心肺换气不足综合征；CCHS	https://omim.org/entry/209880	http://www.chinahpo.org/redirect.html?type=1&name=209880
