D013746	Tetany	A disorder characterized by muscle twitches, cramps, and carpopedal spasm, and when severe, laryngospasm and seizures. This condition is associated with unstable depolarization of axonal membranes, primarily in the peripheral nervous system. Tetany usually results from HYPOCALCEMIA or reduced serum levels of MAGNESIUM that may be associated with HYPERVENTILATION; HYPOPARATHYROIDISM; RICKETS; UREMIA; or other conditions. (From Adams et al., Principles of Neurology, 6th ed, p1490)
D005702	Galantamine	A benzazepine derived from norbelladine. It is found in GALANTHUS and other AMARYLLIDACEAE. It is a cholinesterase inhibitor that has been used to reverse the muscular effects of GALLAMINE TRIETHIODIDE and TUBOCURARINE and has been studied as a treatment for ALZHEIMER DISEASE and other central nervous system disorders.
D012601	Scopolamine	An alkaloid from SOLANACEAE, especially DATURA and SCOPOLIA. Scopolamine and its quaternary derivatives act as antimuscarinics like ATROPINE, but may have more central nervous system effects. Its many uses include an anesthetic premedication, the treatment of URINARY INCONTINENCE and MOTION SICKNESS, an antispasmodic, and a mydriatic and cycloplegic.
D062787	Drug Overdose	Accidental or deliberate use of a medication or street drug in excess of normal dosage.
D010830	Physostigmine	A cholinesterase inhibitor that is rapidly absorbed through membranes. It can be applied topically to the conjunctiva. It also can cross the blood-brain barrier and is used when central nervous system effects are desired, as in the treatment of severe anticholinergic toxicity.
D008094	Lithium	An element in the alkali metals family. It has the atomic symbol Li, atomic number 3, and atomic weight [6.938; 6.997]. Salts of lithium are used in treating BIPOLAR DISORDER.
D007676	Kidney Failure, Chronic	The end-stage of CHRONIC RENAL INSUFFICIENCY. It is characterized by the severe irreversible kidney damage (as measured by the level of PROTEINURIA) and the reduction in GLOMERULAR FILTRATION RATE to less than 15 ml per min (Kidney Foundation: Kidney Disease Outcome Quality Initiative, 2002). These patients generally require HEMODIALYSIS or KIDNEY TRANSPLANTATION.
D007674	Kidney Diseases	Pathological processes of the KIDNEY or its component tissues.
D051437	Renal Insufficiency	Conditions in which the KIDNEYS perform below the normal level in the ability to remove wastes, concentrate URINE, and maintain ELECTROLYTE BALANCE; BLOOD PRESSURE; and CALCIUM metabolism. Renal insufficiency can be classified by the degree of kidney damage (as measured by the level of PROTEINURIA) and reduction in GLOMERULAR FILTRATION RATE.
D011507	Proteinuria	The presence of proteins in the urine, an indicator of KIDNEY DISEASES.
D005921	Glomerulonephritis	Inflammation of the renal glomeruli (KIDNEY GLOMERULUS) that can be classified by the type of glomerular injuries including antibody deposition, complement activation, cellular proliferation, and glomerulosclerosis. These structural and functional abnormalities usually lead to HEMATURIA; PROTEINURIA; HYPERTENSION; and RENAL INSUFFICIENCY.
D003404	Creatinine	None
D003424	Crohn Disease	A chronic transmural inflammation that may involve any part of the DIGESTIVE TRACT from MOUTH to ANUS, mostly found in the ILEUM, the CECUM, and the COLON. In Crohn disease, the inflammation, extending through the intestinal wall from the MUCOSA to the serosa, is characteristically asymmetric and segmental. Epithelioid GRANULOMAS may be seen in some patients.
D005672	Fusidic Acid	An antibiotic isolated from the fermentation broth of Fusidium coccineum. (From Merck Index, 11th ed). It acts by inhibiting translocation during protein synthesis.
D016572	Cyclosporine	A cyclic undecapeptide from an extract of soil fungi. It is a powerful immunosupressant with a specific action on T-lymphocytes. It is used for the prophylaxis of graft rejection in organ and tissue transplantation. (From Martindale, The Extra Pharmacopoeia, 30th ed).
D009325	Nausea	An unpleasant sensation in the stomach usually accompanied by the urge to vomit. Common causes are early pregnancy, sea and motion sickness, emotional stress, intense pain, food poisoning, and various enteroviruses.
D015212	Inflammatory Bowel Diseases	Chronic, non-specific inflammation of the GASTROINTESTINAL TRACT. Etiology may be genetic or environmental. This term includes CROHN DISEASE and ULCERATIVE COLITIS.
D009202	Cardiomyopathies	A group of diseases in which the dominant feature is the involvement of the CARDIAC MUSCLE itself. Cardiomyopathies are classified according to their predominant pathophysiological features (DILATED CARDIOMYOPATHY; HYPERTROPHIC CARDIOMYOPATHY; RESTRICTIVE CARDIOMYOPATHY) or their etiological/pathological factors (CARDIOMYOPATHY, ALCOHOLIC; ENDOCARDIAL FIBROELASTOSIS).
D003042	Cocaine	An alkaloid ester extracted from the leaves of plants including coca. It is a local anesthetic and vasoconstrictor and is clinically used for that purpose, particularly in the eye, ear, nose, and throat. It also has powerful central nervous system effects similar to the amphetamines and is a drug of abuse. Cocaine, like amphetamines, acts by multiple mechanisms on brain catecholaminergic neurons; the mechanism of its reinforcing effects is thought to involve inhibition of dopamine uptake.
D012559	Schizophrenia	A severe emotional disorder of psychotic depth characteristically marked by a retreat from reality with delusion formation, HALLUCINATIONS, emotional disharmony, and regressive behavior.
D009203	Myocardial Infarction	NECROSIS of the MYOCARDIUM caused by an obstruction of the blood supply to the heart (CORONARY CIRCULATION).
D007511	Ischemia	A hypoperfusion of the BLOOD through an organ or tissue caused by a PATHOLOGIC CONSTRICTION or obstruction of its BLOOD VESSELS, or an absence of BLOOD CIRCULATION.
D002037	Bundle-Branch Block	A form of heart block in which the electrical stimulation of HEART VENTRICLES is interrupted at either one of the branches of BUNDLE OF HIS thus preventing the simultaneous depolarization of the two ventricles.
D013469	Sulpiride	A dopamine D2-receptor antagonist. It has been used therapeutically as an antidepressant, antipsychotic, and as a digestive aid. (From Merck Index, 11th ed)
D004421	Dystonia	An attitude or posture due to the co-contraction of agonists and antagonist muscles in one region of the body. It most often affects the large axial muscles of the trunk and limb girdles. Conditions which feature persistent or recurrent episodes of dystonia as a primary manifestation of disease are referred to as DYSTONIC DISORDERS. (Adams et al., Principles of Neurology, 6th ed, p77)
D000928	Antidepressive Agents	Mood-stimulating drugs used primarily in the treatment of affective disorders and related conditions. Several MONOAMINE OXIDASE INHIBITORS are useful as antidepressants apparently as a long-term consequence of their modulation of catecholamine levels. The tricyclic compounds useful as antidepressive agents (ANTIDEPRESSIVE AGENTS, TRICYCLIC) also appear to act through brain catecholamine systems. A third group (ANTIDEPRESSIVE AGENTS, SECOND-GENERATION) is a diverse group of drugs including some that act specifically on serotonergic systems.
D004409	Dyskinesia, Drug-Induced	Abnormal movements, including HYPERKINESIS; HYPOKINESIA; TREMOR; and DYSTONIA, associated with the use of certain medications or drugs. Muscles of the face, trunk, neck, and extremities are most commonly affected. Tardive dyskinesia refers to abnormal hyperkinetic movements of the muscles of the face, tongue, and neck associated with the use of neuroleptic agents (see ANTIPSYCHOTIC AGENTS). (Adams et al., Principles of Neurology, 6th ed, p1199)
D010302	Parkinson Disease, Secondary	Conditions which feature clinical manifestations resembling primary Parkinson disease that are caused by a known or suspected condition. Examples include parkinsonism caused by vascular injury, drugs, trauma, toxin exposure, neoplasms, infections and degenerative or hereditary conditions. Clinical features may include bradykinesia, rigidity, parkinsonian gait, and masked facies. In general, tremor is less prominent in secondary parkinsonism than in the primary form. (From Joynt, Clinical Neurology, 1998, Ch38, pp39-42)
D064420	Drug-Related Side Effects and Adverse Reactions	Disorders that result from the intended use of PHARMACEUTICAL PREPARATIONS. Included in this heading are a broad variety of chemically-induced adverse conditions due to toxicity, DRUG INTERACTIONS, and metabolic effects of pharmaceuticals.
D003676	Deferoxamine	Natural product isolated from Streptomyces pilosus. It forms iron complexes and is used as a chelating agent, particularly in the mesylate form.
D014786	Vision Disorders	Visual impairments limiting one or more of the basic functions of the eye: visual acuity, dark adaptation, color vision, or peripheral vision. These may result from EYE DISEASES; OPTIC NERVE DISEASES; VISUAL PATHWAY diseases; OCCIPITAL LOBE diseases; OCULAR MOTILITY DISORDERS; and other conditions (From Newell, Ophthalmology: Principles and Concepts, 7th ed, p132).
D012164	Retinal Diseases	Diseases involving the RETINA.
D006311	Hearing Disorders	Conditions that impair the transmission of auditory impulses and information from the level of the ear to the temporal cortices, including the sensorineural pathways.
D006319	Hearing Loss, Sensorineural	Hearing loss resulting from damage to the COCHLEA and the sensorineural elements which lie internally beyond the oval and round windows. These elements include the AUDITORY NERVE and its connections in the BRAINSTEM.
D034381	Hearing Loss	A general term for the complete or partial loss of the ability to hear from one or both ears.
D009157	Myasthenia Gravis	A disorder of neuromuscular transmission characterized by fatigable weakness of cranial and skeletal muscles with elevated titers of ACETYLCHOLINE RECEPTORS or muscle-specific receptor tyrosine kinase (MuSK) autoantibodies. Clinical manifestations may include ocular muscle weakness (fluctuating, asymmetric, external ophthalmoplegia; diplopia; ptosis; and weakness of eye closure) and extraocular fatigable weakness of facial, bulbar, respiratory, and proximal limb muscles. The disease may remain limited to the ocular muscles (ocular myasthenia). THYMOMA is commonly associated with this condition.
D008274	Magnesium	A metallic element that has the atomic symbol Mg, atomic number 12, and atomic weight 24.31. It is important for the activity of many enzymes, especially those involved in OXIDATIVE PHOSPHORYLATION.
D009468	Neuromuscular Diseases	A general term encompassing lower MOTOR NEURON DISEASE; PERIPHERAL NERVOUS SYSTEM DISEASES; and certain MUSCULAR DISEASES. Manifestations include MUSCLE WEAKNESS; FASCICULATION; muscle ATROPHY; SPASM; MYOKYMIA; MUSCLE HYPERTONIA, myalgias, and MUSCLE HYPOTONIA.
D011782	Quadriplegia	Severe or complete loss of motor function in all four limbs which may result from BRAIN DISEASES; SPINAL CORD DISEASES; PERIPHERAL NERVOUS SYSTEM DISEASES; NEUROMUSCULAR DISEASES; or rarely MUSCULAR DISEASES. The locked-in syndrome is characterized by quadriplegia in combination with cranial muscle paralysis. Consciousness is spared and the only retained voluntary motor activity may be limited eye movements. This condition is usually caused by a lesion in the upper BRAIN STEM which injures the descending cortico-spinal and cortico-bulbar tracts.
D011225	Pre-Eclampsia	A complication of PREGNANCY, characterized by a complex of symptoms including maternal HYPERTENSION and PROTEINURIA with or without pathological EDEMA. Symptoms may range between mild and severe. Pre-eclampsia usually occurs after the 20th week of gestation, but may develop before this time in the presence of trophoblastic disease.
D010243	Paralysis	A general term most often used to describe severe or complete loss of muscle strength due to motor system disease from the level of the cerebral cortex to the muscle fiber. This term may also occasionally refer to a loss of sensory function. (From Adams et al., Principles of Neurology, 6th ed, p45)
D020511	Neuromuscular Junction Diseases	Conditions characterized by impaired transmission of impulses at the NEUROMUSCULAR JUNCTION. This may result from disorders that affect receptor function, pre- or postsynaptic membrane function, or ACETYLCHOLINESTERASE activity. The majority of diseases in this category are associated with autoimmune, toxic, or inherited conditions.
C004656	chloroacetaldehyde	None
D003520	Cyclophosphamide	Precursor of an alkylating nitrogen mustard antineoplastic and immunosuppressive agent that must be activated in the LIVER to form the active aldophosphamide. It has been used in the treatment of LYMPHOMA and LEUKEMIA. Its side effect, ALOPECIA, has been used for defleecing sheep. Cyclophosphamide may also cause sterility, birth defects, mutations, and cancer.
D007069	Ifosfamide	Positional isomer of CYCLOPHOSPHAMIDE which is active as an alkylating agent and an immunosuppressive agent.
D001745	Urinary Bladder Diseases	Pathological processes of the URINARY BLADDER.
D015080	Mesna	A sulfhydryl compound used to prevent urothelial toxicity by inactivating metabolites from ANTINEOPLASTIC AGENTS, such as IFOSFAMIDE or CYCLOPHOSPHAMIDE.
D010146	Pain	An unpleasant sensation induced by noxious stimuli which are detected by NERVE ENDINGS of NOCICEPTIVE NEURONS.
D008881	Migraine Disorders	A class of disabling primary headache disorders, characterized by recurrent unilateral pulsatile headaches. The two major subtypes are common migraine (without aura) and classic migraine (with aura or neurological symptoms). (International Classification of Headache Disorders, 2nd ed. Cephalalgia 2004: suppl 1)
D005996	Nitroglycerin	A volatile vasodilator which relieves ANGINA PECTORIS by stimulating GUANYLATE CYCLASE and lowering cytosolic calcium. It is also sometimes used for TOCOLYSIS and explosives.
C084599	clotiazepam	None
D056486	Chemical and Drug Induced Liver Injury	A spectrum of clinical liver diseases ranging from mild biochemical abnormalities to ACUTE LIVER FAILURE, caused by drugs, drug metabolites, herbal and dietary supplements and chemicals from the environment.
D047508	Massive Hepatic Necrosis	Extensive and rapid death of parenchymal cells in the LIVER, often due to exposure to toxic materials or drug-induced injury. It is characterized by a soft, flabby, yellow-brown wrinkled, and shrunken liver. It was called "acute yellow atrophy".
C013295	thienodiazepine substance	None
D001569	Benzodiazepines	A group of two-ring heterocyclic compounds consisting of a benzene ring fused to a diazepine ring.
D007654	Ketoconazole	Broad spectrum antifungal agent used for long periods at high doses, especially in immunosuppressed patients.
D003480	Cushing Syndrome	A condition caused by prolonged exposure to excess levels of cortisol (HYDROCORTISONE) or other GLUCOCORTICOIDS from endogenous or exogenous sources. It is characterized by upper body OBESITY; OSTEOPOROSIS; HYPERTENSION; DIABETES MELLITUS; HIRSUTISM; AMENORRHEA; and excess body fluid. Endogenous Cushing syndrome or spontaneous hypercortisolism is divided into two groups, those due to an excess of ADRENOCORTICOTROPIN and those that are ACTH-independent.
D006854	Hydrocortisone	The main glucocorticoid secreted by the ADRENAL CORTEX. Its synthetic counterpart is used, either as an injection or topically, in the treatment of inflammation, allergy, collagen diseases, asthma, adrenocortical deficiency, shock, and some neoplastic conditions.
D003900	Desoxycorticosterone	A steroid metabolite that is the 11-deoxy derivative of CORTICOSTERONE and the 21-hydroxy derivative of PROGESTERONE
D003350	Cortodoxone	17,21-Dihydroxypregn-4-ene-3,20-dione. A 17-hydroxycorticosteroid with glucocorticoid and anti-inflammatory activities.
D000450	Aldosterone	A hormone secreted by the ADRENAL CORTEX that regulates electrolyte and water balance by increasing the renal retention of sodium and the excretion of potassium.
D000809	Angiotensins	Oligopeptides which are important in the regulation of blood pressure (VASOCONSTRICTION) and fluid homeostasis via the RENIN-ANGIOTENSIN SYSTEM. These include angiotensins derived naturally from precursor ANGIOTENSINOGEN, and those synthesized.
D002216	Captopril	A potent and specific inhibitor of PEPTIDYL-DIPEPTIDASE A. It blocks the conversion of ANGIOTENSIN I to ANGIOTENSIN II, a vasoconstrictor and important regulator of arterial blood pressure. Captopril acts to suppress the RENIN-ANGIOTENSIN SYSTEM and inhibits pressure responses to exogenous angiotensin.
D004211	Disseminated Intravascular Coagulation	A disorder characterized by procoagulant substances entering the general circulation causing a systemic thrombotic process. The activation of the clotting mechanism may arise from any of a number of disorders. A majority of the patients manifest skin lesions, sometimes leading to PURPURA FULMINANS.
D014148	Tranexamic Acid	Antifibrinolytic hemostatic used in severe hemorrhage.
D014947	Wounds and Injuries	Damage inflicted on the body as the direct or indirect result of an external force, with or without disruption of structural continuity.
D018805	Sepsis	Systemic inflammatory response syndrome with a proven or suspected infectious etiology. When sepsis is associated with organ dysfunction distant from the site of infection, it is called severe sepsis. When sepsis is accompanied by HYPOTENSION despite adequate fluid infusion, it is called SEPTIC SHOCK.
D014508	Urea	A compound formed in the liver from ammonia produced by the deamination of amino acids. It is the principal end product of protein catabolism and constitutes about one half of the total urinary solids.
D000804	Angiotensin II	An octapeptide that is a potent but labile vasoconstrictor. It is produced from angiotensin I after the removal of two amino acids at the C-terminal by ANGIOTENSIN CONVERTING ENZYME. The amino acid in position 5 varies in different species. To block VASOCONSTRICTION and HYPERTENSION effect of angiotensin II, patients are often treated with ACE INHIBITORS or with ANGIOTENSIN II TYPE 1 RECEPTOR BLOCKERS.
D011464	Epoprostenol	A prostaglandin that is a powerful vasodilator and inhibits platelet aggregation. It is biosynthesized enzymatically from PROSTAGLANDIN ENDOPEROXIDES in human vascular tissue. The sodium salt has been also used to treat primary pulmonary hypertension (HYPERTENSION, PULMONARY).
D001920	Bradykinin	A nonapeptide messenger that is enzymatically produced from KALLIDIN in the blood where it is a potent but short-lived agent of arteriolar dilation and increased capillary permeability. Bradykinin is also released from MAST CELLS during asthma attacks, from gut walls as a gastrointestinal vasodilator, from damaged tissues as a pain signal, and may be a neurotransmitter.
D007741	Labetalol	A salicylamide derivative that is a non-cardioselective blocker of BETA-ADRENERGIC RECEPTORS and ALPHA-1 ADRENERGIC RECEPTORS.
D009599	Nitroprusside	A powerful vasodilator used in emergencies to lower blood pressure or to improve cardiac function. It is also an indicator for free sulfhydryl groups in proteins.
C093415	PO-2	None
D002220	Carbamazepine	A dibenzazepine that acts as a sodium channel blocker. It is used as an anticonvulsant for the treatment of grand mal and psychomotor or focal SEIZURES. It may also be used in the management of BIPOLAR DISORDER, and has analgesic properties.
D005492	Folic Acid	A member of the vitamin B family that stimulates the hematopoietic system. It is present in the liver and kidney and is found in mushrooms, spinach, yeast, green leaves, and grasses (POACEAE). Folic acid is used in the treatment and prevention of folate deficiencies and megaloblastic anemia.
D019946	Propylene Glycol	A clear, colorless, viscous organic solvent and diluent used in pharmaceutical preparations.
D012640	Seizures	Clinical or subclinical disturbances of cortical function due to a sudden, abnormal, excessive, and disorganized discharge of brain cells. Clinical manifestations include abnormal motor, sensory and psychic phenomena. Recurrent seizures are usually referred to as EPILEPSY or "seizure disorder."
D015430	Weight Gain	Increase in BODY WEIGHT over existing weight.
D005481	Flurothyl	A convulsant primarily used in experimental animals. It was formerly used to induce convulsions as a alternative to electroshock therapy.
D012964	Sodium	A member of the alkali group of metals. It has the atomic symbol Na, atomic number 11, and atomic weight 23.
D009638	Norepinephrine	Precursor of epinephrine that is secreted by the ADRENAL MEDULLA and is a widespread central and autonomic neurotransmitter. Norepinephrine is the principal transmitter of most postganglionic sympathetic fibers, and of the diffuse projection system in the brain that arises from the LOCUS CERULEUS. It is also found in plants and is used pharmacologically as a sympathomimetic.
D004837	Epinephrine	The active sympathomimetic hormone from the ADRENAL MEDULLA. It stimulates both the alpha- and beta- adrenergic systems, causes systemic VASOCONSTRICTION and gastrointestinal relaxation, stimulates the HEART, and dilates BRONCHI and cerebral vessels. It is used in ASTHMA and CARDIAC FAILURE and to delay absorption of local ANESTHETICS.
D013610	Tachycardia	Abnormally rapid heartbeat, usually with a HEART RATE above 100 beats per minute for adults. Tachycardia accompanied by disturbance in the cardiac depolarization (cardiac arrhythmia) is called tachyarrhythmia.
D006830	Hydralazine	A direct-acting vasodilator that is used as an antihypertensive agent.
D003643	Death	Irreversible cessation of all bodily functions, manifested by absence of spontaneous breathing and total loss of cardiovascular and cerebral functions.
D031901	Gestational Trophoblastic Disease	A group of diseases arising from pregnancy that are commonly associated with hyperplasia of trophoblasts (TROPHOBLAST) and markedly elevated human CHORIONIC GONADOTROPIN. They include HYDATIDIFORM MOLE, invasive mole (HYDATIDIFORM MOLE, INVASIVE), placental-site trophoblastic tumor (TROPHOBLASTIC TUMOR, PLACENTAL SITE), and CHORIOCARCINOMA. These neoplasms have varying propensities for invasion and spread.
D002822	Choriocarcinoma	A malignant metastatic form of trophoblastic tumors. Unlike the HYDATIDIFORM MOLE, choriocarcinoma contains no CHORIONIC VILLI but rather sheets of undifferentiated cytotrophoblasts and syncytiotrophoblasts (TROPHOBLASTS). It is characterized by the large amounts of CHORIONIC GONADOTROPIN produced. Tissue origins can be determined by DNA analyses: placental (fetal) origin or non-placental origin (CHORIOCARCINOMA, NON-GESTATIONAL).
D005047	Etoposide	A semisynthetic derivative of PODOPHYLLOTOXIN that exhibits antitumor activity. Etoposide inhibits DNA synthesis by forming a complex with topoisomerase II and DNA. This complex induces breaks in double stranded DNA and prevents repair by topoisomerase II binding. Accumulated breaks in DNA prevent entry into the mitotic phase of cell division, and lead to cell death. Etoposide acts primarily in the G2 and S phases of the cell cycle.
D008727	Methotrexate	An antineoplastic antimetabolite with immunosuppressant properties. It is an inhibitor of TETRAHYDROFOLATE DEHYDROGENASE and prevents the formation of tetrahydrofolate, necessary for synthesis of thymidylate, an essential component of DNA.
D003609	Dactinomycin	A compound composed of a two CYCLIC PEPTIDES attached to a phenoxazine that is derived from STREPTOMYCES parvullus. It binds to DNA and inhibits RNA synthesis (transcription), with chain elongation more sensitive than initiation, termination, or release. As a result of impaired mRNA production, protein synthesis also declines after dactinomycin therapy. (From AMA Drug Evaluations Annual, 1993, p2015)
D002945	Cisplatin	An inorganic and water-soluble platinum complex. After undergoing hydrolysis, it reacts with DNA to produce both intra and interstrand crosslinks. These crosslinks appear to impair replication and transcription of DNA. The cytotoxicity of cisplatin correlates with cellular arrest in the G2 phase of the cell cycle.
D011655	Pulmonary Embolism	Blocking of the PULMONARY ARTERY or one of its branches by an EMBOLUS.
D009369	Neoplasms	New abnormal growth of tissue. Malignant neoplasms show a greater degree of anaplasia and have the properties of invasion and metastasis, compared to benign neoplasms.
D009336	Necrosis	The death of cells in an organ or tissue due to disease, injury or failure of the blood supply.
D004617	Embolism	Blocking of a blood vessel by an embolus which can be a blood clot or other undissolved material in the blood stream.
D010386	Pelvic Neoplasms	Tumors or cancer of the pelvic region.
D012735	Sexual Dysfunction, Physiological	Physiological disturbances in normal sexual performance in either the male or the female.
D001168	Arthritis	Acute or chronic inflammation of JOINTS.
D001172	Arthritis, Rheumatoid	A chronic systemic disease, primarily of the joints, marked by inflammatory changes in the synovial membranes and articular structures, widespread fibrinoid degeneration of the collagen fibers in mesenchymal tissues, and by atrophy and rarefaction of bony structures. Etiology is unknown, but autoimmune mechanisms have been implicated.
D010003	Osteoarthritis	A progressive, degenerative joint disease, the most common form of arthritis, especially in older persons. The disease is thought to result not from the aging process but from biochemical changes and biomechanical stresses affecting articular cartilage. In the foreign literature it is often called osteoarthrosis deformans.
D025242	Spondylarthropathies	Heterogeneous group of arthritic diseases sharing clinical and radiologic features. They are associated with the HLA-B27 ANTIGEN and some with a triggering infection. Most involve the axial joints in the SPINE, particularly the SACROILIAC JOINT, but can also involve asymmetric peripheral joints. Subsets include ANKYLOSING SPONDYLITIS; REACTIVE ARTHRITIS; PSORIATIC ARTHRITIS; and others.
D007172	Erectile Dysfunction	The inability in the male to have a PENILE ERECTION due to psychological or organ dysfunction.
D000082	Acetaminophen	Analgesic antipyretic derivative of acetanilide. It has weak anti-inflammatory properties and is used as a common analgesic, but may cause liver, blood cell, and kidney damage.
D014523	Urethral Neoplasms	Cancer or tumors of the URETHRA. Benign epithelial tumors of the urethra usually consist of squamous and transitional cells. Primary urethral carcinomas are rare and typically of squamous cells. Urethral carcinoma is the only urological malignancy that is more common in females than in males.
D007681	Kidney Papillary Necrosis	A complication of kidney diseases characterized by cell death involving KIDNEY PAPILLA in the KIDNEY MEDULLA. Damages to this area may hinder the kidney to concentrate urine resulting in POLYURIA. Sloughed off necrotic tissue may block KIDNEY PELVIS or URETER. Necrosis of multiple renal papillae can lead to KIDNEY FAILURE.
D010615	Phenacetin	A phenylacetamide that was formerly used in ANALGESICS but nephropathy and METHEMOGLOBINEMIA led to its withdrawal from the market. (From Smith and Reynard, Textbook of Pharmacology,1991, p431)
D014516	Ureteral Neoplasms	Cancer or tumors of the URETER which may cause obstruction leading to hydroureter, HYDRONEPHROSIS, and PYELONEPHRITIS. HEMATURIA is a common symptom.
D003622	Dapsone	A sulfone active against a wide range of bacteria but mainly employed for its actions against MYCOBACTERIUM LEPRAE. Its mechanism of action is probably similar to that of the SULFONAMIDES which involves inhibition of folic acid synthesis in susceptible organisms. It is also used with PYRIMETHAMINE in the treatment of malaria. (From Martindale, The Extra Pharmacopoeia, 30th ed, p157-8)
D000743	Anemia, Hemolytic	A condition of inadequate circulating red blood cells (ANEMIA) or insufficient HEMOGLOBIN due to premature destruction of red blood cells (ERYTHROCYTES).
D007918	Leprosy	A chronic granulomatous infection caused by MYCOBACTERIUM LEPRAE. The granulomatous lesions are manifested in the skin, the mucous membranes, and the peripheral nerves. Two polar or principal types are lepromatous and tuberculoid.
D006461	Hemolysis	The destruction of ERYTHROCYTES by many different causal agents such as antibodies, bacteria, chemicals, temperature, and changes in tonicity.
D005978	Glutathione	A tripeptide with many roles in cells. It conjugates to drugs to make them more soluble for excretion, is a cofactor for some enzymes, is involved in protein disulfide bond rearrangement and reduces peroxides.
D010428	Pentosephosphates	None
D007239	Infections	Invasion of the host organism by microorganisms or their toxins or by parasites that can cause pathological conditions or diseases.
D008790	Metoprolol	A selective adrenergic beta-1 blocking agent that is commonly used to treat ANGINA PECTORIS; HYPERTENSION; and CARDIAC ARRHYTHMIAS.
D011405	Propafenone	An antiarrhythmia agent that is particularly effective in ventricular arrhythmias. It also has weak beta-blocking activity.
D004110	Diltiazem	A benzothiazepine derivative with vasodilating action due to its antagonism of the actions of CALCIUM ion on membrane functions.
D013034	Sparteine	A quinolizidine alkaloid isolated from several FABACEAE including LUPINUS; SPARTIUM; and CYTISUS. It has been used as an oxytocic and an anti-arrhythmia agent. It has also been of interest as an indicator of CYP2D6 genotype.
D003324	Coronary Artery Disease	Pathological processes of CORONARY ARTERIES that may derive from a congenital abnormality, atherosclerotic, or non-atherosclerotic cause.
D012769	Shock	A pathological condition manifested by failure to perfuse or oxygenate vital organs.
D054537	Atrioventricular Block	Impaired impulse conduction from HEART ATRIA to HEART VENTRICLES. AV block can mean delayed or completely blocked impulse conduction.
D018754	Ventricular Dysfunction	A condition in which HEART VENTRICLES exhibit impaired function.
D003647	Debrisoquin	An adrenergic neuron-blocking drug similar in effects to GUANETHIDINE. It is also noteworthy in being a substrate for a polymorphic cytochrome P-450 enzyme. Persons with certain isoforms of this enzyme are unable to properly metabolize this and many other clinically important drugs. They are commonly referred to as having a debrisoquin 4-hydroxylase polymorphism.
D014229	Triazolam	A short-acting benzodiazepine used in the treatment of insomnia. Some countries temporarily withdrew triazolam from the market because of concerns about adverse reactions, mostly psychological, associated with higher dose ranges. Its use at lower doses with appropriate care and labeling has been reaffirmed by the FDA and most other countries.
D001714	Bipolar Disorder	A major affective disorder marked by severe mood swings (manic or major depressive episodes) and a tendency to remission and recurrence.
D019965	Neurocognitive Disorders	Diagnoses of DEMENTIA and AMNESTIC DISORDER are subsumed here. (DSM-5)
D003693	Delirium	A disorder characterized by CONFUSION; inattentiveness; disorientation; ILLUSIONS; HALLUCINATIONS; agitation; and in some instances autonomic nervous system overactivity. It may result from toxic/metabolic conditions or structural brain lesions. (From Adams et al., Principles of Neurology, 6th ed, pp411-2)
